"","id","host_id","host_name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","property_type","price","security_deposit","review_scores_rating","place","avg_rating","experience_rating","response_rating","acceptance_rating","risk","risk_score","host_rating"
"189",30416182,65137734,"Simon",2016-03-30,"within an hour","100","100","t","Apartment",89,0,96,"Antwerp",96,-0.14,1,1,0,1,8.36
"190",30520572,146100682,"Joris",2017-08-15,"within an hour","100","97","t","Apartment",120,0,97,"Antwerp",97,-0.76,1,0.97,0,1,7.62
"191",30904100,32954065,"W. K.",2015-05-09,"within an hour","100","85","t","Apartment",25,0,99,"Antwerp",99,0.25,1,0.85,0,1,8.15
"192",30958065,231323506,"Tina",2018-12-18,"within an hour","100","97","t","Apartment",55,0,98,"Antwerp",98,-1.35,1,0.97,0,1,7.03
"193",30976426,175212893,"Sanaz",2018-02-25,"within an hour","100","99","t","Apartment",110,0,96,"Antwerp",95,-0.99,1,0.99,0,1,7.47
"194",31198633,112280726,"Béatrix",2017-01-19,"within an hour","100","100","t","Townhouse",60,500,100,"Antwerp",100,-0.5,1,1,8.33,0.83,7.5
"195",31216089,19048910,"Jolien",2014-07-28,"within an hour","100","100","t","Apartment",80,100,99,"Antwerp",98,0.6,1,1,1.25,0.98,9.03
"196",31273816,6659644,"Shray",2013-05-30,"within an hour","100","100","t","Apartment",120,0,97,"Antwerp",97,1.12,1,1,0,1,9.62
"197",31438714,235491606,"Michel",2019-01-09,"within an hour","100","94","t","Apartment",75,2500,98,"Antwerp",98,-1.38,1,0.94,33.33,0.33,4.88
"198",31442273,113714521,"Fred",2017-01-28,"within an hour","100","100","t","Apartment",50,400,97,"Antwerp",97,-0.51,1,1,8,0.84,7.51
"199",31681385,92144692,"Michaël",2016-08-27,"within an hour","100","100","t","Apartment",75,400,100,"Antwerp",100,-0.33,1,1,5.33,0.89,7.85
"200",32135224,51924769,"Erik",2015-12-21,"within an hour","100","95","t","Townhouse",275,350,98,"Antwerp",98,-0.02,1,0.95,1.27,0.97,8.2
"202",32784417,221787959,"Inge",2018-10-21,"within an hour","100","100","t","Apartment",45,0,96,"Antwerp",96,-1.28,1,1,0,1,7.22
"203",32841697,247063811,"Gert En Kristof",2019-03-05,"within an hour","100","100","t","Apartment",59,150,99,"Antwerp",99,-1.45,1,1,2.54,0.95,6.9
"204",32894079,247469783,"Christian",2019-03-07,"within an hour","100","100","t","House",123,0,98,"Antwerp",98,-1.45,1,1,0,1,7.05
"205",32971329,248149473,"Christiane",2019-03-11,"within an hour","100","100","t","Apartment",150,NA,98,"Antwerp",98,-1.46,1,1,0,1,7.04
"206",32977224,149352979,"Iris",2017-09-06,"within an hour","100","100","t","Apartment",60,300,97,"Antwerp",95,-0.78,1,1,5,0.9,7.42
"207",33189631,222608031,"Pelican Executive Suites",2018-10-25,"within an hour","100","100","t","Apartment",999,0,91,"Antwerp",91,-1.29,1,1,0,1,7.21
"208",33505616,37665728,"Saskia",2015-07-06,"within an hour","90","100","t","Guest suite",50,0,98,"Antwerp",98,0.18,0.9,1,0,1,8.53
"209",33537491,208159189,"Charly",2018-08-08,"within an hour","100","100","t","Apartment",120,0,97,"Antwerp",96,-1.19,1,1,0,1,7.31
"210",33599745,253181527,"Paul",2019-04-04,"within an hour","100","100","t","Apartment",85,NA,100,"Antwerp",100,-1.48,1,1,0,1,7.02
"211",33748300,3944687,"Jan",2012-10-22,"within an hour","100","97","t","Apartment",49,500,98,"Antwerp",97,1.39,1,0.97,10.2,0.8,9.16
"212",33767396,141159863,"Liselore",2017-07-18,"within an hour","100","97","t","Condominium",65,0,96,"Antwerp",97,-0.72,1,0.97,0,1,7.66
"214",33905456,18964565,"Charlotte",2014-07-27,"within an hour","100","99","t","Apartment",54,150,98,"Antwerp",98,0.6,1,0.99,2.78,0.94,8.9
"215",34356118,40206364,"Eva & Mark",2015-08-01,"within an hour","100","100","t","Apartment",85,0,98,"Antwerp",98,0.15,1,1,0,1,8.65
"216",34418859,66219121,"Anke",2016-04-07,"within an hour","100","71","t","Apartment",60,0,96,"Antwerp",96,-0.15,1,0.71,0,1,7.19
"217",34621717,23540290,"Sofie",2014-11-09,"within an hour","100","100","t","Apartment",57,100,97,"Antwerp",97,0.48,1,1,1.75,0.96,8.87
"218",35061198,162124474,"Hans",2017-12-10,"within an hour","100","100","t","Townhouse",255,0,96,"Antwerp",96,-0.9,1,1,0,1,7.6
"219",35086421,264298940,"Danielle",2019-05-26,"within an hour","100","99","t","House",50,NA,97,"Antwerp",97,-1.55,1,0.99,0,1,6.91
"220",35227376,265233453,"Brigitte",2019-05-30,"within an hour","80","88","t","Apartment",50,NA,96,"Antwerp",96,-1.55,0.8,0.88,0,1,6.17
"222",35419492,266567119,"Ying",2019-06-05,"within an hour","100","100","t","Apartment",80,0,98,"Antwerp",98,-1.56,1,1,0,1,6.94
"223",35538073,151274831,"Mario",2017-09-19,"within an hour","100","86","t","Apartment",31,NA,95,"Antwerp",95,-0.8,1,0.86,0,1,7.14
"224",35569947,60026542,"Julie",2016-02-23,"within an hour","100","99","t","Loft",65,200,97,"Antwerp",97,-0.1,1,0.99,3.08,0.94,8.18
"225",35779920,267558707,"Adil",2019-06-10,"within an hour","100","99","t","Apartment",112,0,97,"Antwerp",97,-1.57,1,0.99,0,1,6.89
"226",36016441,270964935,"Liselore",2019-06-24,"within an hour","80","99","t","Apartment",85,150,98,"Antwerp",94,-1.58,0.8,0.99,1.76,0.96,6.47
"227",36220043,208300147,"Gert & Sjack",2018-08-08,"within an hour","100","100","t","Apartment",52,0,100,"Antwerp",100,-1.19,1,1,0,1,7.31
"228",36296863,268729314,"Thomas",2019-06-15,"within an hour","100","100","t","Apartment",117,NA,99,"Antwerp",99,-1.57,1,1,0,1,6.93
"229",36299225,271296783,"Angelica",2019-06-25,"within an hour","100","100","t","House",55,0,100,"Antwerp",100,-1.58,1,1,0,1,6.92
"230",36463785,274159140,"Linda",2019-07-07,"within an hour","100","98","t","Townhouse",60,NA,97,"Antwerp",96,-1.6,1,0.98,0,1,6.82
"231",36469302,41812074,"Sem",2015-08-18,"within an hour","100","100","t","Apartment",68,0,96,"Antwerp",96,0.13,1,1,0,1,8.63
"232",36494577,157525654,"Michèle",2017-11-05,"within an hour","100","100","t","Condominium",95,180,96,"Antwerp",96,-0.86,1,1,1.89,0.96,7.53
"233",36672413,180747138,"Elisabeth",2018-03-26,"within an hour","100","100","t","Apartment",70,0,96,"Antwerp",96,-1.03,1,1,0,1,7.47
"234",36870874,5687914,"Irina",2013-03-30,"within an hour","100","100","t","Apartment",150,250,97,"Antwerp",97,1.19,1,1,1.67,0.97,9.59
"235",36931415,54666605,"Dave",2016-01-14,"within an hour","100","98","t","Apartment",110,0,94,"Antwerp",94,-0.05,1,0.98,0,1,8.37
"236",37150608,279448956,"Gaetane",2019-07-26,"within an hour","100","97","t","Apartment",75,NA,99,"Antwerp",99,-1.62,1,0.97,0,1,6.76
"238",37422949,68720497,"Manuela",2016-04-24,"within an hour","100","72","t","Apartment",45,NA,98,"Antwerp",98,-0.17,1,0.72,0,1,7.21
"239",37523098,283277558,"Pieter",2019-08-06,"within an hour","100","95","t","Loft",128,0,97,"Antwerp",97,-1.64,1,0.95,0,1,6.66
"240",37829815,286345992,"Francis",2019-08-16,"within an hour","100","100","t","Apartment",28,100,100,"Antwerp",95,-1.65,1,1,3.57,0.93,6.64
"241",38099457,272408891,"Urban Power",2019-06-30,"within an hour","100","98","t","Apartment",120,500,100,"Antwerp",100,-1.59,1,0.98,4.17,0.92,6.58
"242",38170822,266450921,"Inge",2019-06-05,"within an hour","100","100","t","Apartment",65,200,98,"Antwerp",98,-1.56,1,1,3.08,0.94,6.75
"243",38405610,3508763,"Franziska",2017-02-20,"within an hour","100","94","t","House",125,0,99,"Antwerp",99,-0.54,1,0.94,0,1,7.72
"244",38470295,102711282,"Benjamin",2016-11-06,"within an hour","100","100","t","Apartment",37,NA,97,"Antwerp",97,-0.41,1,1,0,1,8.09
"245",38643850,9394458,"Steven",2013-10-13,"within an hour","100","96","t","Condominium",46,0,96,"Antwerp",96,0.95,1,0.96,0,1,9.29
"246",38668739,158744623,"Giulio",2017-11-14,"within an hour","100","100","t","Apartment",48,0,96,"Antwerp",96,-0.87,1,1,0,1,7.63
"247",38719338,267327007,"Tom",2019-06-09,"within an hour","100","100","t","Apartment",55,0,96,"Antwerp",96,-1.57,1,1,0,1,6.93
"248",38972605,298564390,"Zenon",2019-09-28,"within an hour","100","100","t","Condominium",50,0,99,"Antwerp",98,-1.7,1,1,0,1,6.8
"250",39827291,306419120,"Koen",2019-11-03,"within an hour","100","100","t","Apartment",68,NA,97,"Antwerp",97,-1.74,1,1,0,1,6.76
"251",40100499,309458641,"Xandro Molero",2019-11-14,"within an hour","100","100","t","Guest suite",39,NA,98,"Antwerp",98,-1.76,1,1,0,1,6.74
